headline,label
Trailer Out- આવી રહ્યો છે ઇન્ડિયન એવેન્જર 'ભાવેશ જોષી સુપરહિરો',entertainment
2 મિનિટ 10 ખબર: બોલીવુડ જગતના મહત્વના ગુજરાતી સમાચાર,entertainment
"આગામી વર્ષે જુલાઈથી બદલાઈ જશે ડ્રાઇવિંગ લાયસન્સ અને RC, આવા છે નવા ફીચર્સ",tech
Video: 'કલંક'ના સેટ પર વરૂણે આ રીતે સેલિબ્રેટ કર્યો પોતાનો 31મો બર્થ ડે,entertainment
"DJ એવિસીનું ઓમાનમાં મોત, ગર્લફ્રેન્ડે લખી ઈમોશનલ પોસ્ટ",entertainment
શું MPના સીએમનું એવું કહેવું છે કે સલમાન ખાન લોકસભાની ચૂંટણી લડશે?,entertainment
રિલાયન્સ રીટેલની હરણફાળઃ ડેલોઇટના ટોચના રીટેલર્સની યાદીમાં 94માં ક્રમે,business
Bday: જ્યારે વધારાનો અંગુઠો કપાવવાનો હતો રિતિક રોશન...,entertainment
શું સલમાન ખાનના કારણે એકતા કપૂર નથી કરી રહી લગ્ન?,entertainment
"ક્યારેક ખાંડ, તેલ, ચોખાનું વેચાણ કરનારી સેમસંગ કેવી રીતે બની સૌથી મોટી મોબાઇલ કંપની",business
વર્ષો સુધી નહીં ભૂલી શકો આ બોલિવૂડ ફિલ્મોનાં ઇન્ટિમેટ સિન્સ,entertainment
"આંધ્રપ્રદેશ પ્રવેશ્યું નવા હાઇટેક યુગમાં, રિલાયન્સ જીઓ 4Gનો થયો પ્રારંભ, જોવો Video",business
થિયેટરમાં ફિલ્મ જોતી વખતે જો કર્યું આ કામ તો થઇ શકે છે જેલ,entertainment
દુનિયામાં ડ્રોનના બજાર પર ચીનનો કબજો,business
Maruti Ciaz પર મળી રહ્યું છે એક લાખ રુપિયાનું બમ્પર ડિસ્કાઉન્ટ,tech
"2000ની નોટોનું પ્રિન્ટિંગ બંધ, 500ની નોટોનું પ્રિન્ટિંગ વધારાયું",business
"1 એપ્રિલથી ઘર ખરીદવું થઇ જશે સસ્તુ, થશે લાખોની બચત",business
સૂર સમ્રાજ્ઞીની આશા ભોસલેએ પહેલીવાર કચ્છી ભાષામાં ગીત ગાયું,entertainment
"બિગ બીની દીકરી સાથેની પ્રથમ જાહેરાત પર વિવાદ, આપ્યું સ્પષ્ટીકરણ",entertainment
"ભારતીય સીમાની દેખરેખ રાખશે આ વિમાન, પાકની દરેક હરકત કરી શકે છે નિષ્ફળ",tech
ફેમિના મિસ ઇન્ડિયા 2018: ગ્રાન્ડ ફિનાલેમાં બોલિવૂડ સ્ટાર્સનો જમાવડો,entertainment
"રેલવેએ 22 ટ્રેનના રૂટ લંબાવ્યા, જાણો ગુજરાતની કઈ ટ્રેનના રૂટ લંબાયા",business
"ગાંધીનગરની મધુર ડેરી અને અમૂલ વચ્ચે MOU, જોવો વીડિયો",business
...જ્યારે રાધિકાની માતાને તેની ન્યૂડ ક્લિપ્સ મોકલવામાં આવી,entertainment
"ખુશખબર! ટ્રેનમાં ખાવા-પીવાની ચીજો મળશે સસ્તી, દિવાળી પહેલા આવી શકે છે નિર્ણય",business
અક્ષય કુમારે 'રૂસ્તમ' ફિલ્મમાં પહેરેલો યુનિફોર્મ હરાજીમાં મુકતા નેવીના અધિકારીઓએ વિરોધ કર્યો,entertainment
સેન્સેક્સમાં 1000થી વધુ અને નિફ્ટીમાં 380 પોઈન્ટનો કડાકો,business
"તમારો મોબાઇલ નંબર JIOમાં સહેલાઈથી Port થઈ જશે, જાણો રીત",tech
"સેમસંગના આ ફોનને માત્ર 5,440માં ખરીદી શકો છો, 8 હજાર રૂપિયાથી વધુ છે તેની વાસ્તવિક કિમત",tech
"Freeમાં જુઓ સિનેમા હોલમાં મૂવી, આ કંપની આપી રહી છે ખાસ Offer",business
iPhoneમાં હવે તમને મળશે આ નવા ઉપયોગી ફિચર્સ,tech
"ચંદા કોચરે ICICI બેન્ક છોડી, સંદીપ બક્ષી  નવા MD અને CEO બન્યા",business
"કાતિલ લુકમાં જોવા મળી જાહ્નવી કપૂર, બ્લેક ડ્રેસમાં લાગી gorgeous",entertainment
"રજનીકાંતની ફિલ્મ 2.0નું પહેલું સોંગ રિલીઝ, જુઓ કેવો છે રોબોટ રોમાન્સ",entertainment
"સોશિયલ મીડિયામાં છવાઇ આમિર ખાનની 'રુબરુ રોશની', 7 ભાષામાં રીલિઝ",entertainment
"દીપિકા સાથે હનીમૂન પર જવા નીકળ્યો રણવીર, જુઓ બંનેનો એરપોર્ટ લૂક",entertainment
Birthday Special: ફેશન ડિઝાઈનર બનવા માગતી હતી બોલિવૂડની 'દબંગ ગર્લ'!,entertainment
Video: જ્યારે અંગદે નેહા ધૂપિયાના બેબી બંપને કરી Kiss,entertainment
આકાશ અંબાણી અને શ્લોકાના લગ્નમાં સામેલ થશે આ સ્ટાર્સ,entertainment
"કારનો પર્સનલ એક્સિડેન્ટ કવર વધારીને કરાયો 15 લાખ રૂ.,પ્રીમિયમમાં પણ થયો વધારો",business
શું પ્રેગ્નેન્ટ છે પ્રિયંકા ચોપરા? મા મધુ ચોપરાએ આપ્યો જવાબ,entertainment
"ફિલ્મ પર ખર્ચ થયા 6 વર્ષમાં 774 કરોડ, ખુબ જ ખરાબ રીતે ફ્લોપ થઈ 'અસુર'",entertainment
"કપિલ શર્માને આવે છે આત્મહત્યાનાં વિચાર, મને છે તેની ચિંતા: Ex GF",entertainment
"ઘરમાં ન રાખો ભારતીય ચલણ, ફરી નોંધબંધી થઈ તો અમારી જવાબદારી નહિઃ ભુતાન",business
કપિલ શર્મા - ગિન્નીનાં રિસેપ્શનમાં પહોંચ્યાં દીપવીર સહિત અનેક સિતારા,entertainment
"HT સ્ટાઇલિશ એવોર્ડ : રેડ કાર્પેટ પર સ્ટાર્સે પાથર્યો જલવો, જુઓ તસવીરો",entertainment
5 મિનિટ લાંબી કિસથી લઇને કંકુ સુધી રેખાના જીવનમાં છે અનેક વિવાદો,entertainment
"આજે જ પતાવી દો બેંકના બધા કામ, હવેના 5 દિવસ બેંક રહેશે બંધ",business
"અનુષ્કા શંકરે બાળકને સ્તનપાન કરાવતી તસવીર કરી શેર, થઇ રહી છે વાઇરલ",entertainment
Teacher's Day પર રિતિક રોશને શેર કર્યુ 'Super 30'નું પહેલું પોસ્ટર,entertainment
"નિફ્ટી 7872 પર બંધ, સેન્સેક્સમાં 246 પોઇન્ટનો ઉછાળો",business
"હવે કપડાથી ફોન ચાર્જ થઈ શકશે, જાણો કેવી રીતે શક્ય છે?",tech
"શું છે આ આર્ટિફિશિયલ ઇન્ટેલિજન્સ, માનવજાત માટે ફાયદાકારક કે ખતરનાક?",tech
'કાલા ચશ્મા' માં જોવા મળ્યો બોલિવૂડ હસિનાઓનો કાતિલાના અંદાજ,entertainment
સલમાનને પતિ ગણાવીને બળજબરીથી તેના ઘરમાં ગઈ યુવતી,entertainment
"ખેડૂતો પર નજર, ઓછા ભાડે ટ્રેક્ટર-થ્રેસર આપશે મોદી સરકાર",business
"પેટ્રોલ-ડીઝલ બાદ હવે બટાકા થયા મોંઘા, સરકાર એક્શનમાં",business
"એર એશિયાના સીઈઓ ટોની વિરૂદ્ધ CBIએ કર્યો કેસ, નિયમ તોડવાનો આરોપ",business
સોનમ-આનંદની રિસેપ્શન પાર્ટીના જુઓ Inside Pics,entertainment
પુલવામા હુમલો : શહીદ જવાનોના પરિવારોને 2 BHK ફ્લેટ આપવાની જાહેરાત!,business
"કાર્તિક આર્યને કર્યો ખુલાસો, ગર્લફ્રેન્ડ સાથે લિવ ઇનમાં રહેવાની છે ઇચ્છા",entertainment
"મહારાષ્ટ્રના ખેડૂતોમાં ખુશીનો માહોલ, સરકારે દેવું માફ કરવાની કરી જાહેરાત",business
થોડી જ મિનિટોમાં આવી રીતે બનાવો પોતાના ફોટાવાળું 'ડેબિટ કાર્ડ',business
"પોતાની બેચલર પાર્ટીમાં પ્રિયંકાનો HOT અંદાજ, સાસુએ આપી ખાસ શિખામણ",entertainment
સિમ વેચનાર છોકરાએ આ રીતે ઉભી કરી 28 હજાર કરોડ રૂપિયાની કંપની,business
20 હજારથી વધારે કેશની લેવડ-દેવડ પહેલા જાણી લો આ નિયમ,business
શેરબજારમાં કડાકો: સેન્સેક્સમાં 400 અને નિફ્ટીમાં 130થી વધુ પોઇન્ટનો ઘટાડો,business
"એપલ iOS 12 લોંચઃ હવે ફોટો ક્લિક કરીને વસ્તુની લંબાઇ, પહોળાઈ માપી શકાશે",tech
"તમારી પર્સનાલિટીમાં કરો આ બદલાવ, વધશે સેલેરી અને મળશે પ્રમોશન",business
"18 વર્ષ જુનો કાળિયાર કેસ, 48 કલાકમાં જેલની બહાર ભાઈજાન",entertainment
"સલમાનની હત્યાના ષડયંત્રનો થયો ખુલાસો, જાણો સમગ્ર મામલો",entertainment
સરકાર ફ્રીમાં આપી રહી છે સોલાર સાથે જોડાયેલ બિઝનેસ અને નોકરીની ટ્રેનિંગ,business
ઈશા-આનંદનાં લગ્ન: સુંદરતામાં ઈશાએ દીપિકા-પ્રિયંકાને પણ ટક્કર મારી,entertainment
"દીપિકા પાદુકોણ હેડસ્ટેન્ડ કરતી આવી નજર, તસવીર વાયરલ",entertainment
સોનાક્ષીના મેનેજરની રિસેપ્શન પાર્ટીમાં પહોંચ્યો દબંગ સલમાન ખાન,entertainment
"યૂઝર્સ માટે Jio લાવ્યું આ એપ, એક સમયે 10 લોકો કરી શકશે વાત",tech
સંજય દત્તની બાયોપિકમાં આમિર ખાન ક્યો રોલ કરવા તૈયાર નથી?,entertainment
કૃષ્ણા રાજ કપૂરની  જીંદાદીલી દર્શાવે છે આ તસવીરો,entertainment
"ફોટોગ્રાફીનો શોખ તમને કરાવી શકે છે કમાણી, આ વેબસાઇટ આપે છે તક",tech
"ફરી બાળકોને શિકાર બનાવી રહી છે Momo Challenge,  ઓર્ડર માનવા માટે કરે છે મજબૂર",tech
હોમ લોન આપતી કંપની DHFLમાં 31 હજાર કરોડનો ગોટાળો: રિપોર્ટ,business
"ભારતીય રેલવેના કર્મચારીઓ 3 દિવસની ભૂખ હડતાલ પર, જાણો ક્યાં થશે અસર",business
"યૂપીના મહંતે યોગી સરકારને આપી GIFT, કાગળમાંથી પેન્સીલ બનાવી વહેંચે છે FREE",business
સ્ટીવ જોબ્સની આ કસમના કારણે એપલ નથી બનાવતું ટીવી,tech
"આઇટી રિટર્ન ભરવાની તારીખ ફરી લંબાવાઇ, જાણો છેલ્લી તારીખ",business
2 વખત દિલ તુટ્યા બાદ ત્રીજા બોયફ્રેન્ડ સાથે થઇ 'કિંજલ દીકરી'ની સગાઇ,entertainment
"બ્લેક ફ્રાઇડે: ડાઉ જોન્સ 'ડાઉન', શેર બજારમાં 440 પોઇન્ટનું ગાબડું",business
ટેક્નોલોજી કેટલી ખતરનાક ? એક જ કમાન્ડ પર Google Assistantને ચલાવી ગોળી,tech
"દમદાર વાપસીની તૈયારીમાં છે Santro કાર, મળશે આ ખાસ ફિચર્સ",tech
માથા પર પલ્લુ રાખનારી આ વહૂનો હોટ બિકીની અવતાર જોઇને ચોંકી જશો,entertainment
"ગુજરાત બજેટ 2017 : જુઓ, નાણામંત્રી નિતિન પટેલની બજેટ સ્પીચ",business
ટુંક સમયમાં જ ફરી મા બનશે કરીના કપૂર ખાન!,entertainment
"આજથી થશે પાંચ મોટા બદલાવ, આ રીતે બદલાશે તમારી જિંદગી",business
VIDEO: સત્ય ઘટના પર આધારીત અક્ષયની 'ગોલ્ડ'નું ટ્રેલર રિલીઝ,entertainment
"વિક્કી કૌશલની ફિલ્મ 'ઉરી' સુપરહિટ, 5 દિવસમાં 50 કરોડને પાર",entertainment
હવાઇ મુસાફરી કરનારા માટે ખુશખબર: 24 કલાકમાં ટિકિટ કેન્સલ કરો તો ચાર્જ નહીં,business
"શેરબજાર માટે સારા સમાચાર, GDP વધીને 7.2% થયો",business
"સનીએ ખોલ્યું રહસ્ય, કેવી મજબૂરીમાં પતિએ કરવી પડી એડલ્ટ ફિલ્મો",entertainment
ONGC પર ટેક્સ લગાવી પેટ્રોલના ભાવ ઘટાડવાની તૈયારીમાં સરકાર,business
"લગ્ન બાદ 50 કરોડના આ આલિશાન ઘરમાં રહેશે પ્રિયંકા, જુઓ - PHOTOS",entertainment
શ્રીદેવીને શ્રદ્ધાંજલિ આપવાં પહોચ્યા સાઉથનાં સુપર સ્ટાર્સ,entertainment
"જિયોફોન-2, JioGigaFiber લોંચઃ જાણો, AGMની 6 મોટી જાહેરાત",business
"Instagramમાં આવ્યું શાનદાર ફિચર, હવે શેર કરી શકશો સ્ટોરી",tech
"વોડાફોને ગ્રાહકોને આપી ગિફ્ટ,ફ્રીમાં આપશે 27 જીબી ડેટા",business
"અમિતાભની '102 નોટ આઉટ'નું ટ્રેલર રિલીઝ, જોઇ લો તમે પણ",entertainment
googleએ ડૂડલ બનાવી‘મોર્ડન એટલાસ’આપનાર અબ્રાહમ ઓર્ટેલિયસને કર્યા યાદ,tech
"બોલ્ડ લુકમાં જોવા મળી રાધિકા આપ્ટે, સોશિયલ મીડિયામાં થઇ ટ્રોલ",entertainment
ફેબ્રુઆરીથી ફ્લાઇટમાં કરી શકશો મોબાઇલ પર વાત!,tech
રેપો રેટ અને રિવર્સ રેપો રેટ એટલે શું? તેની વધઘટની સામાન્ય માણસ પર શું અસર થાય?,business
SBIએ મિનિમમ બેલેન્સ ન રાખવા પર દંડમાં કર્યો 75%નો ઘટાડો,business
સરકારની ભેટઃ પોસ્ટ ઓફિસની સ્કિમમાં પૈસા રોકવા પર મળશે વધારે વળતર,business
જોતા જ રહી જશો પ્રિયંકા-નિકના રિસેપ્શનની તસવીરો,entertainment
"WhatsAppમાં મોટો ફેરફાર, એકસાથે 5થી વધારે લોકોને ફોરવર્ડ નહી થાય મેસેજ",tech
દાળના ભાવ કાબુમાં લેવા જથ્થો વિદેશથી મંગાવાશે : પુરવઠા મંત્રી,business
"BMWએ લોન્ચ કરી નવી X3 કાર, 49.99 લાખ રૂપિયા છે કિંમત",tech
"Khatron Ke Khiladi 9ના વિનરનો થયો ખુલાસો, નામ જાણીને ચોંકી જશો!",entertainment
"માત્ર 9,999 રુપિયામાં ખરીદી શકો છો ગેલેક્સી S10, S10+",tech
"'રેસ-3': સોન્ગનાં શૂટિંગ માટે કાશ્મીરમાં સલમાન-જેક્લિન, જુઓ ખાસ VIDEO",entertainment
પ્રિયંકા ચોપરાનાં લગ્નમાં મહેમાનો માટે બૂક કરવામાં આવ્યા હેલીકોપ્ટર,entertainment
Birthday Special : 'બાબુજી' પહેલેથી 'સંસ્કારી' ન હતાં!,entertainment
"આજથી તમામ emergency માટે કોલ કરો '112' પર, આજથી સેવા શરૂ",tech
IPL સટ્ટાબાજીમાં અરબાઝ ખાન બાદ હવે આ ‘ખાન’નું ખુલ્યું નામ,entertainment
VIDEO: દુપટ્ટો ઓઢીને પ્રિટી ઝિંટા ઇન્દોરમાં ગણપતિ બાપ્પાના દર્શન કરવા પહોંચી,entertainment
"Vivoના આ સ્માર્ટફોનમાં છે આઇફોનXનું ફીચર, બજેટમાં છે કિમત",tech
"કોમર્શિયલ લાયસન્સ વગર પણ હવે ઓટો-રિક્ષા ચલાવી શકાશે, પોલીસ નહીં આપે ચલણ",business
Bollywood Diwali 2018 : અમિતાભથી લઇને વિરાટ કોહલીની દિવાળી ઉજવણી,entertainment
"અમીષા પટેલના ફોટા પર ટોલર્સે લખ્યુ, 'આન્ટી'",entertainment
WhatsApp પર આવી રીતે એક્ટિવેટ કરો ફિંગરપ્રિન્ટ અને ફેસ અનલોક,tech
100 રુપિયાની નવી નોટને ATMમાં નાખવા થશે 100 કરોડનો ખર્ચ,business
"PNB ફ્રોડઃ સરકારે ઉઠાવ્યું મોટું પગલું, બંધ થશે સરકારી બેંકોની 35 શાખા",business
"આ સ્માર્ટફોન પર મળી રહ્યું છે 8,000 રૂપિયાનું ડિસ્કાઉન્ટ",tech
"WhatsApp કે FB નહીં, ગૂગલ પ્લે પર સૌથી વધુ ડાઉનલોડ થઇ PUBG",tech
WhatsAppના આ નવા ફિચરથી યુઝર્સ કેમ કરી રહ્યા છે એપ છોડવાની વાત?,tech
"ઝડપથી ખતમ થઈ જાય છે ઈન્ટરનેટ ડેટા, તો યૂઝ કરો આ એપ",tech
"ઝાયડસ વેલનેસે રૂ. 4,595 કરોડમાં હેઇન્ઝ ઇન્ડિયાને હસ્તગત કરી",business
"વિજય માલ્યા થયો દેશનો પહેલો ભાગેડુ આર્થિક અપરાધી, તમામ સંપત્તિ થશે કબજે",business
તમે જોયું જ્હોન અબ્રાહમની અપકમિંગ ફિલ્મ 'RAW'નું  પોસ્ટર?,entertainment
25 મેગાપિક્સેલ સાથે ભારતમાં લોન્ચ થયો Oppo K1 સ્માર્ટફોન,tech
"પ્રિયંકાની ગર્લ્સ ગેંગ સાથે 'પજામા પાર્ટી', ઇશા અંબાણી અને પરિણિતીનો જુઓ SWAG",entertainment
"469 કરોડ રૂપિયામાં વેચાઈ Ferrari, બની ગયો રેકોર્ડ",tech
"સેન્ક્સમાં ઉછાળો પ્રથમવાર 34,000 ઉપર બંધ થયો",business
"Wedding bash: આજે છે મહેંદી, આ ડ્રેસ પહેરશે સોનમ",entertainment
સસ્તી ઇન્ટરનેટ સેવા માટે JioPhone ને મળ્યો સુપીરિયર પ્રોડક્ટ ઓફ ધ યરનો એવોર્ડ,tech
"Forbes List: દુનિયાના 13મા સૌથી ધનિક વ્યક્તિ મુકેશ અંબાણી, જેફ બેઝોસ નંબર-1",business
"ભાવ ગગડતા ખેડૂતોએ મજબુરીમાં જાહેર કરી સ્કીમ,""મફતમાં ખેતરમાંથી લઇ જાવ ડુંગળી""",business
"28 નવેમ્બરે ભારતમાં લોન્ચ થશે નોકિયાનો નવો સ્માર્ટફોન, જાણો કિંમત અને ફિચર્સ",tech
Budget 2018: જાણો બજેટ ભાષણ અને રેડ સ્યૂટકેસનો સંબંધ,business
OnePlus 7માં હોઇ શકે છે DSLR જેવો કેમેરો?,tech
"રણવીર-દીપિકાનાં રિસેપ્શનની Inside તસવીરો આવી સામે, જોવા મળ્યો કપલનો Cool અંદાજ",entertainment
"રસ્તા પર અચાનક નાચવા લાગી ટીવી એકટ્રેસ, 6 લાખ વખત જોવાયો Video",entertainment
"ગર્લફ્રેન્ડ સાથે સ્વિમિંગ પૂલમાં ફરહાનની મસ્તી, તસવીર શેર કરી લખ્યું, 'તને છોડીશ નહીં'",entertainment
"રેલવેની ખાસ ઓફર: વેટીંગ ટિકિટ હોવાથી પણ મળશે કન્ફર્મ સીટ, જાણો કેવી રીતે",business
"જલ્દી આવી રહ્યો છે સાત કેમેરાવાળો સ્માર્ટફોન, જાણો ફિચર્સ અને કિંમત",tech
"જીયોએ કેમ પરત ખેંચી સમર સરપ્રાઇઝ ઓફર? જાણો, કારણ",business
WhatsApp: હવે ગ્રુપ એડમિનની મરજીથી જ ગ્રુપમાં મેસેજ કરી શકશે મેમ્બર્સ,tech
"102 નોટ આઉટમાં બિગ બીએ ગાયું રેપ સોન્ગ, શેર કર્યો મજેદાર વીડિયો",entertainment
PHOTOS: 'ગલી બોય'નાં Trailer લોન્ચિંગ ઇવેન્ટમાં જુઓ રણવીર સિંઘનો મેઘધનુષ અવતાર,entertainment
"Motorola G7 સિરીઝના આ 4 સ્માર્ટફોન થયાં લોન્ચ, જાણો કિંમત",tech
'ભારત'માં આ હોટ એક્ટ્રેસ સાથે રોમાન્સ કરશે 'ડો. મશહૂર ગુલાટી',entertainment
"દીપિકા સાથે રણવીર નહીં કરે કોઇ ફિલ્મ, જાણો શા માટે",entertainment
Google પર 'ભિખારી' સર્ચ કરવાથી જોવા મળે છે પાક. PMનો ફોટો,tech
"આ બાઈક અત્યારે ખરીદશો તો, થશે રૂ. 2000ની બચત",tech
"ઇન્ટરનેટ પર છવાયો કરિનાનો બિકીની લૂક,લેટેસ્ટ ફોટોશૂટમાં જુઓ તેની તસવીરો",entertainment
"""અપની મંડી"" રાજ્યના ખેડૂતો સીધા જ ગ્રાહકોને શાકભાજી વેચી શકશે!",business
"રાખીનાં આરોપોનો તનુશ્રીનો જડબાતોડ જવાબ, કહ્યું- ગંભીર મુદ્દાને મજાક ન બનાવો",entertainment
Facebookના નવા ફીચરથી તમારા ફોટો સાથે નહીં કરી શકે કોઈ છેડછાડ,tech
"PAGANIએ લોન્ચ કરી દુનિાયની સૌથી મોંઘી કાર, જાણો શું હશે ખાસ ?",tech
હવે ઘરે બેઠા મિનિટોમાં જ બદલો તમારા આધારકાર્ડનો મોબાઇલ નંબર,tech
"મેડમ તુસાદમાં લાગ્યુ અનુષ્કાનું બોલવા વાળું સ્ટેચ્યુ, સન્માન મેળવનારી પહેલી ભારતીય",entertainment
Good News:પાન-આધાર લીંક કરવાની ડેડલાઈન 31 માર્ચ સુધી વધી,business
B'day: આ એક્ટ્રેસ ફક્ત તેની બોલ્ડ ઇમેજને કારણે લોકોમાં જાણીતી છે,entertainment
સલમાન ખાનની ફિલ્મ રેસ-3નો ફર્સ્ટ લૂક રિલીઝ,entertainment
Trailer Out: 1795નાં ક્રાંતિકારીઓની અનોખી કહાની છે 'Thugs of Hindostan',entertainment
"75 લાખની સાડી પહેરીને એશ બની હતી દુલ્હન, મહેંદીથી વિદાય સુધીની તસવીરો",entertainment
"હેપ્પી બર્થ ડે કંગના: કંગનાના 10 મૂડ, 10 સ્ટેટમેન્ટ્સ",entertainment
"આકાશ-શ્લોકાના લગ્નમાં પહોંચ્યા આ VVIP મહેમાનો, જુઓ - તસવીરો",entertainment
"PM મોદીની દિવાળી ભેટ, જાહેર કરી સોનાની ત્રણ યોજનાઓ, શું થશે ફાયદા?",business
ત્રણ જીબી રેમ અને દમદાર બેટરી સાથે ધૂમ મચાવી રહ્યો છે ગેલેક્સી ઓન નેક્સ્ટ,business
પ્રધાનમંત્રી આવાસ યોજના ગ્રામીણમાં તમારું નામ કેવી રીતે ચેક કરશો?,business
"PFનાં નવાં વ્યાજદર પર પર આજે થશે નિર્ણય, 6 કરોડ લોકોને મળી શકે છે રાહત",business
"રાજીવ ખંડેલવાલ સામે પોતાની લવલાઈફને યાદ કરતા રડી પડી દિવ્યાંકા ત્રિપાઠી, Video Viral",entertainment
Valentines Day: જાણીતી સિંગર નેહા કક્કરને આ કોણ કરી રહ્યું છે પ્રપોઝ?,entertainment
"રણવીરને ત્યા પણ લગ્નની તૈયારીઓ શરૂ,  ચઢી પીઠી, સજાવ્યું આખું ઘર",entertainment
"અધુના અખ્તરનાં સલૌનની ચેન 'બી બ્લંટ'ની ફાઇનાન્સ મેનેજર કીર્તિ વ્યાસની હત્યા, 2ની ધરપકડ",entertainment
"હિંદીમાં વાત કરે છે 'રશ્મી' Robot, દરેક પ્રશ્નનો આપે છે  રસપ્રદ જવાબ",tech
પહેલી હોલીવૂડ ફિલ્મથી દુનિયા દેખાડશે ધનુષ! ટીઝર થયું રિલીઝ,entertainment
જો આ ખતરાને નજરઅંદાજ કર્યો તો બંધ થઇ જશે તમારો મોબાઇલ,tech
મલાઇકાએ ઇટલીમાં અર્જુન સાથે મનાવ્યો જન્મ દિવસ? કરણનો સવાલ આ રીતે ટાળ્યો,entertainment
"હવે ચોક્સીએ કર્મચારીઓને લખ્યો લેટર, કહ્યું - નવી નોકરી શોધી લો",business
"ફેન્સ વચ્ચે લુંગી પહેરીને પહોચ્યો રણવીર સિંહ, જુઓ Pics",entertainment
"એમેઝોન ડોટ ઇન ભારતમાં સ્મોલ બિઝનેસ ડેની શરૂઆત કરશે, નાના અને મીડિયમ બિઝનેસને થશે ફાયદો",business
આ ખાસ પ્રસંગે શિલ્પાએ પતિ સાથે રોમેન્ટિક તસવીર શેર કરી,entertainment
"'ભાભીજી' શિલ્પા શિંદે કોંગ્રેસમાં જોડાઇ, રાહુલ ગાંધીને જોવા માગે છે PM",entertainment
જીયો-ઓપ્પો મોનસૂન ઓફર: 3200GB ડેટા સાથે મળશે રૂ. 4900નું કેશબેક,tech
"સોનમ-આનંદનાં લગ્નની ન જોયેલી તસવીરો, વારંવાર જોવાનું થશે મન",entertainment
"શુક્રવારથી ત્રણ દિવસ બેંક રહેશે બંધ, આજે જ પતાવી લો જરુરી કામ",business
"ઇન્કમટેક્સ વિભાગ આપી રહ્યુ છે 5 કરોડ રૂપિયા કમાવવાની તક, જાણો પૂરી યોજના વિશે",tech
"જબરદસ્ત ફ્રન્ટ કેમેરા સાથે લોન્ચ થશે Vivoનો આ ફોન, જાણો કિંમત",tech
"આ છે ભોજપુરી સિનેમાની સૌથી 7 મોંઘી એક્ટ્રેસ, જાણો કેટલી છે ફી",entertainment
"SBIએ ઘટાડી ATMમાંથી કેશ કાઢાવાની લિમિટ, હવે માત્ર આટલ જ મળશે",business
કપિલની ડ્રગ્સની લત વિશે કૃષ્ણાએ કર્યો મોટો ખુલાસો!,entertainment
જાણો ક્યારે લોન્ચ થશે Nokia 9 ?,tech
"Redmi Note 7 ભારતમાં આ તારીખે થશે લોન્ચ, કંપનીએ કર્યો ખુલાસો",tech
જ્યારે એપલની ઘડિયાળે બચાવી એક માણસની જિંદગી,tech
રાજકોટઃભાવમાં ધરખમ ઘટાડો થતાં કેસર કેરીનો સ્વાદ હવે મીઠો લાગશે,business
નેહા શર્માએ સોશિયલ મીડિયા પર શેર કરી બોલ્ડ તસવીરો,entertainment
"આજથી JIO ફોન ઑફરનો પ્રારંભ, મળશે રૂ. 49માં 1GB 4G ડેટા અને...",tech
"કપિલના શોમાં કિકુએ કહ્યું- સલમાનનું ગીત ગાઇશ, તે શોનો પ્રોડ્યુસર છે",entertainment
"જેટ એરવેઝ 25 સપ્ટેમ્બરથી ઇકોનોમી ક્લાસમાં ફ્રીમાં ખાવાનું નહીં આપે, આ છે કારણ",business
સુરતની 3 લાખ મિલકતોની સિટી સરવે કચેરીમાં નોધણી કરી પ્રોપર્ટીકાર્ડ અપાશે!,business
દિવાળી પર ક્યાંક પૂજા થાય છે ઘુવડની તો ક્યાંક અપાય છે બલી,business
"તમારા પિતાના એકાઉન્ટમાં જીવનભર આવશે પૈસા, આપો આ ખાસ ગીફ્ટ",business
Photos: 'ઝલક દિખલા જા' ની રનર-અપ રહેલી એક્ટ્રેસે લગાવી 'આગ',entertainment
સવા લાખની આ કાર એક લીટરમાં ચાલશે 36 કિમી,tech
Xiaomiએ લોન્ચ કર્યા ઓછી કિંમતના ત્રણ ગેઝેટ્સ,tech
"ગેમ રમી રહેલા બાળકના હાથમાં ફાટ્યો મોબાઈલ, અલગ થઈ ગઈ આંગળીઓ",tech
"PHOTOS: ભોજપુરી ફિલ્મોની આ પાંચ સુંદર એક્ટ્રેસ, બોલીવૂડને પણ આપી શકે ટક્કર",entertainment
"કઇ Appથી જલ્દી ખતમ થઇ જાય છે તમારા Phoneની બેટરી, જાણો અહીં",tech
B'day Sepcial: આ કારણે દરેક ફિલ્મમાં ડાબો હાથ છુપાવીને રાખતી ટ્રેજડી ક્વિન,entertainment
"ફ્રીમાં મળી રહ્યો છે સેમસંગનો રૂ.12,990નો આ ફોન, જાણો કેવી મેળવી શકો છો?",tech
500 રૂપિયાની જુની નોટનો ચલણમાં આજે અંતિમ દિવસ,business
Paytmમાં તમારા પૈસા કેટલા સુરક્ષિત?,tech
"જેમની પાસે હશે CAR, તેમને નહી મળે LPG સબસિડી?",business
રાગિની MMS ફેમ આ હોટ એક્ટ્રેસે કરાવ્યુ ફોટોશૂટ,entertainment
"દુનિયાભરનાં ધનિકો અહીં પૈસા લગાવીને કમાય છે કરોડો રૂપિયા,તમે ઉઠાવો ફાયદો",business
